일련번호,이름,생년월일,나이,성별,주소,우편번호,핸드폰번호,직업,고객등급,relational_duration,recept_balance,permit_new_credit_balance,housing_new_balance,exchange_per_year,remittance_per_quantlie,smart_bank_yn,my_money_yn,income_avg,internet_bank_cnt,internet_bank_balance,apt_yn,commerce_class,etc
R00000139,최둘여,1985-09-03,34,F,서울시 중랑구 상봉2동,131-222,010-2428-1691,숙박및음식점업,프리미엄스타,8,232612,3838750,4000000,0,0,n,n,340000,0,0,n,pb센터,NA
R00000140,김삼락,1987-01-28,32,M,서울시 마포구 대흥동,121-080,010-3777-4791,국방및사회보장행정,MVP스타,20,849002046,229289413,4100000,0,0,n,n,33923182,10,13404000,n,영업점,NA
R00000141,김진소,1953-02-09,66,M,서울시 구로구 구로2동,152-052,010-6679-6443,보건업및사회복지서비스업,골드스타,12,1659498,7012974,4200000,0,0,n,n,350000,0,0,n,영업점,NA
R00000142,김례열,1951-07-22,68,M,서울시 동대문구 제기동,130-060,010-9629-5903,국방및사회보장행정,골드스타,11,2873779,11111771,4300000,0,0,y,n,19731870,0,0,n,콜센터,NA
R00000143,유회숙,1988-12-09,31,M,서울시 광진구 중곡3동,143-223,010-7047-9338,수리및기타개인서비스업,골드스타,2,9116496,13361293,4400000,0,0,n,n,360000,0,0,n,영업점,NA
R00000144,김려관,1964-04-05,55,F,서울시 관악구 신림동,151-010,010-8993-4038,보건업및사회복지서비스업,골드스타,3,2232285,147746522,4500000,0,0,n,n,370000,0,0,n,pb센터,NA
R00000145,이탁표,1990-05-11,29,M,서울시 노원구 공릉2동,139-242,010-7858-9934,수리및기타개인서비스업,프리미엄스타,3,471764,53119090,4600000,0,0,n,n,380000,25,16932000,n,영업점,NA
R00000146,김오용,1995-03-07,24,F,서울시 금천구 신길5동,150-055,010-6432-4493,건설업,프리미엄스타,9,800159,5401335,4700000,0,0,n,n,390000,12,19668000,n,pb센터,NA
R00000147,김소우,1964-07-13,55,F,서울시 강서구 염창동,157-040,010-6381-4461,방송통신및정보서비스업,프리미엄스타,2,678555,390649657,4800000,0,0,y,n,400000,0,0,n,pb센터,NA
R00000148,김고동,1967-02-09,52,F,서울시 동작구 흑석동,156-070,010-5146-1671,제조업,프리미엄스타,7,89807,3291695,4900000,0,0,y,n,19189887,18,13872000,n,pb센터,NA
R00000149,이원언,1961-05-10,58,M,서울시 송파구 삼전동,138-180,010-7930-5569,과학및기술서비스업,프리미엄스타,2,885277,187828910,5000000,0,0,n,n,410000,0,0,n,영업점,NA
R00000150,공청매,1972-06-03,47,M,서울시 마포구 성산1동,121-251,010-8067-1663,금융및보험업,로얄스타,5,28425399,24030413,5100000,0,0,n,n,23657235,0,0,n,영업점,NA
R00000151,김맹의,1976-07-06,43,F,서울시 송파구 가락본동,138-169,010-2553-1254,전기 및 수도사업,프리미엄스타,19,690266,3419917,5200000,0,0,n,n,420000,0,0,n,영업점,NA
R00000152,김석계,1990-05-03,29,M,서울시 양천구 신정7동,158-077,010-1109-0956,운수업,프리미엄스타,10,101204,33073159,5300000,0,0,n,n,49965763,0,0,n,영업점,NA
R00000153,이입늘,1968-09-06,51,M,서울시 송파구 잠실본동,138-229,010-6402-5886,운수업,골드스타,19,2216586,242246972,5400000,0,0,n,n,16745139,0,0,n,영업점,NA
R00000154,이건웅,1961-08-16,58,M,서울시 종로구 종로1가,110-121,010-1498-2236,국방및사회보장행정,골드스타,18,5350147,65074409,5500000,0,0,n,n,430000,24,17376000,n,영업점,NA
R00000155,이경낭,1975-11-03,44,M,서울시 송파구 잠실6동,138-226,010-6194-6788,제조업,프리미엄스타,17,973030,12618821,5600000,0,0,n,n,57652852,38,4464000,n,pb센터,NA
R00000156,한우제,1948-07-30,71,M,서울시 금천구 여의동,150-010,010-6360-7899,과학및기술서비스업,프리미엄스타,14,508903,138512647,5700000,0,0,n,n,440000,27,23940000,n,pb센터,NA
R00000157,이운언,1974-12-03,45,M,서울시 강서구 화곡1동,157-011,010-4607-6843,제조업,골드스타,16,1069310,75507637,5800000,199200000,0,n,n,450000,22,17688000,n,영업점,NA
R00000158,유공률,1975-09-17,44,F,서울시 동작구 상도1동,156-031,010-7935-9850,건설업,프리미엄스타,15,634593,9249649,5900000,0,0,n,n,460000,0,0,n,pb센터,NA
R00000159,이스아,1984-02-01,35,F,서울시 도봉구 창2동,132-042,010-1275-9387,건설업,로얄스타,18,12155748,61291680,6000000,140400000,35100000,n,n,470000,28,13740000,n,영업점,NA
R00000160,김관예,1975-12-12,44,F,서울시 강북구 미아동,142-100,010-4578-1800,건설업,프리미엄스타,9,125818,845649625,6100000,0,0,y,n,480000,25,5040000,n,영업점,NA
R00000161,김숭분,1974-07-09,45,M,서울시 강동구 길동,134-010,010-9128-9419,수리및기타개인서비스업,골드스타,16,4821558,891902123,6200000,0,0,n,n,490000,0,0,n,영업점,NA
R00000162,김면말,1961-08-07,58,M,서울시 구로구 개봉2동,152-092,010-6480-9771,제조업,프리미엄스타,20,588698,17253960,6300000,0,0,n,n,500000,0,0,n,영업점,NA
R00000163,김은률,1969-06-16,50,M,서울시 양천구 신정3동,158-073,010-5049-0239,금융및보험업,골드스타,8,5123046,335514106,6400000,0,0,n,n,510000,0,0,n,영업점,NA
R00000164,이나백,1978-01-05,41,M,서울시 서초구 양재1동,137-131,010-8789-6506,교육서비스업,프리미엄스타,2,973499,164574354,6500000,0,0,n,n,520000,0,0,n,pb센터,NA
R00000165,문실흥,1978-04-26,41,M,서울시 송파구 위례동,138-229,010-9246-9471,건설업,프리미엄스타,8,876858,123868379,6600000,0,0,y,n,22124296,0,0,n,pb센터,NA
R00000166,조수샘,1951-02-26,68,M,서울시 관악구 미성동,151-014,010-3881-0332,제조업,프리미엄스타,16,713868,81926270,6700000,0,0,y,n,530000,0,0,n,pb센터,NA
R00000167,정고슬,1984-06-03,35,M,서울시 마포구 연남동,121-240,010-6189-3739,국방및사회보장행정,프리미엄스타,4,675278,39214000,6800000,0,0,n,n,540000,12,14328000,n,영업점,NA
R00000168,백우칠,1985-11-17,34,M,서울시 관악구 보라매동,151-015,010-1996-1201,숙박및음식점업,프리미엄스타,20,146144,23469260,6900000,0,0,n,n,550000,0,0,n,영업점,NA
R00000169,박면우,1974-11-09,45,F,서울시 금천구 당산2동,150-042,010-8668-5113,수리및기타개인서비스업,프리미엄스타,3,648468,28266854,7000000,0,0,n,n,560000,40,5496000,n,영업점,NA
R00000170,김려려,1956-12-25,63,M,서울시 강서구 공항동,157-240,010-8574-0249,도매및소매업,프리미엄스타,7,129646,27041233,7100000,0,0,n,n,14786298,0,0,n,영업점,NA
R00000171,안후년,1988-05-20,31,M,서울시 송파구 문정1동,138-201,010-2235-0602,숙박및음식점업,프리미엄스타,1,50801,353805775,7200000,0,0,n,n,570000,0,0,n,pb센터,NA
R00000172,이흥걸,1968-11-06,51,M,서울시 동대문구 휘경2동,130-092,010-9093-3563,건설업,프리미엄스타,3,809440,235075805,7300000,0,0,n,n,580000,34,19176000,n,영업점,NA
R00000173,백익팔,1986-07-27,33,M,서울시 관악구 청림동,151-023,010-4544-0383,도매및소매업,골드스타,7,9130725,59733093,7400000,0,0,n,n,590000,0,0,n,영업점,NA
R00000174,이슬증,1959-07-27,60,F,서울시 광진구 자양3동,143-193,010-6476-2693,원료재생및환경복원업,MVP스타,6,704030994,40993475,7500000,0,0,n,n,600000,0,0,n,영업점,NA
R00000175,이길하,1989-06-23,30,F,서울시 관악구 대학동,151-013,010-8875-5747,도매및소매업,프리미엄스타,17,527308,444005380,7600000,0,0,n,n,610000,22,7284000,n,영업점,NA
R00000176,박의후,1958-03-28,61,M,서울시 금천구 영등포본동,150-030,010-4754-3655,과학및기술서비스업,프리미엄스타,14,700108,4177301,7700000,0,0,n,n,620000,0,0,n,영업점,NA
R00000177,오활출,1987-01-03,32,M,서울시 관악구 행운동,151-052,010-6239-2874,보건업및사회복지서비스업,프리미엄스타,14,533026,30191567,7800000,0,0,y,n,630000,34,23844000,n,영업점,NA
R00000178,한초기,1973-08-05,46,M,서울시 중랑구 상봉2동,131-222,010-1947-4472,제조업,로얄스타,16,24094508,36655445,7900000,0,0,n,n,640000,0,0,y,영업점,NA
R00000179,박련렬,1990-03-14,29,F,서울시 종로구 숭인2동,110-552,010-2868-8285,숙박및음식점업,골드스타,1,2908515,75479220,8000000,0,0,n,n,650000,0,0,n,영업점,NA
R00000180,유심서,1960-04-02,59,M,서울시 강동구 둔촌1동,134-061,010-4606-3500,도매및소매업,프리미엄스타,9,680478,37315466,8100000,0,0,n,n,21756440,0,0,n,영업점,NA
R00000181,박석돈,1992-02-24,27,M,서울시 양천구 신정3동,158-073,010-6014-7839,보건업및사회복지서비스업,골드스타,7,2963613,27877357,8200000,0,0,n,n,660000,0,0,n,콜센터,NA
R00000182,황효화,1994-12-13,25,F,서울시 광진구 자양3동,143-193,010-8518-7191,교육서비스업,골드스타,15,6512717,346726884,8300000,0,0,n,n,670000,0,0,n,영업점,NA
R00000183,고번모,1981-12-10,38,F,서울시 강남구 수서동,135-220,010-8026-2469,제조업,골드스타,7,8151854,48272324,8400000,0,0,n,n,680000,27,1488000,n,영업점,NA
R00000184,이민위,1991-11-29,28,F,서울시 성동구 성수2가3동,133-123,010-5330-8597,건설업,프리미엄스타,6,266501,12758283,8500000,0,0,n,n,30147550,0,0,n,영업점,NA
R00000185,최가면,1986-02-24,33,M,서울시 도봉구 도봉2동,132-012,010-6601-0119,제조업,프리미엄스타,19,214712,188251613,8600000,0,0,y,n,690000,22,13884000,n,영업점,NA
R00000186,양부단,1981-04-07,38,F,서울시 은평구 응암3동,122-013,010-4434-3186,교육서비스업,MVP스타,12,35807160,309665216,8700000,0,0,n,n,14244802,0,0,n,영업점,NA
R00000187,임존판,1962-09-27,57,F,서울시 서초구 방배3동,137-063,010-1039-1157,국방및사회보장행정,골드스타,17,9285179,14356949,8800000,0,0,n,n,14242301,0,0,n,영업점,NA
R00000188,안빈량,1969-05-29,50,F,서울시 성동구 마장동,133-050,010-1740-6105,제조업,골드스타,6,3628258,133835639,8900000,0,0,n,n,700000,0,0,n,영업점,NA
R00000189,최기지,1988-06-09,31,F,서울시 노원구 공릉1동,139-241,010-3254-7923,사업시설관리및사업지원서비스업,프리미엄스타,3,223091,203868083,9000000,0,0,n,n,13057891,0,0,n,영업점,NA
R00000190,김궁철,1977-02-24,42,F,서울시 강남구 논현2동,135-012,010-4666-2706,제조업,로얄스타,15,20577700,14639869,9100000,0,0,n,y,710000,0,0,n,영업점,NA
R00000191,김북녕,1961-12-30,58,M,서울시 강남구 신사동,135-120,010-1779-0544,운수업,프리미엄스타,4,104651,560125907,9200000,0,0,n,n,720000,31,11028000,n,영업점,NA
R00000192,강응강,1953-04-04,66,F,서울시 금천구 영등포본동,150-030,010-7857-3981,제조업,프리미엄스타,11,427329,5011523,9300000,0,0,y,n,730000,26,1668000,n,영업점,NA
R00000193,김규생,1961-04-30,58,M,서울시 서초구 양재1동,137-131,010-6804-8496,보건업및사회복지서비스업,골드스타,10,7495439,266579990,9400000,0,0,n,n,31184047,0,0,n,영업점,NA
R00000194,박음운,1977-01-29,42,M,서울시 종로구 혜화동,110-530,010-7881-8970,제조업,프리미엄스타,7,990657,807964858,9500000,0,0,n,n,740000,0,0,n,영업점,NA
R00000195,이경요,1965-05-23,54,F,서울시 용산구 한강로동,140-010,010-4892-9916,건설업,골드스타,2,1814699,2500515,9600000,0,0,y,n,750000,0,0,n,영업점,NA
R00000196,이왕악,1965-07-06,54,F,서울시 중랑구 중화2동,131-122,010-8098-7649,국방및사회보장행정,프리미엄스타,15,23038,52217048,9700000,0,0,n,n,760000,0,0,n,영업점,NA
R00000197,장미금,1989-01-19,30,M,서울시 양천구 목3동,158-053,010-7266-0892,사업시설관리및사업지원서비스업,로얄스타,12,11973271,16137997,9800000,0,0,n,n,60544086,0,0,n,영업점,NA
R00000198,김다홍,1980-04-10,39,F,서울시 서초구 양재1동,137-131,010-7808-1206,숙박및음식점업,프리미엄스타,5,845245,363365566,9900000,0,0,n,n,770000,40,19164000,n,콜센터,NA
R00000199,황재회,1998-07-08,21,F,서울시 구로구 개봉1동,152-091,010-9224-7706,국방및사회보장행정,프리미엄스타,11,400852,1276394,100000,0,0,n,n,780000,29,13284000,n,영업점,NA
R00000200,정온규,1974-12-09,45,M,서울시 강북구 송천동,142-102,010-1001-8478,교육서비스업,프리미엄스타,14,25189,2570840,200000,0,0,n,n,790000,0,0,y,영업점,NA
R00000201,김로니,1968-09-05,51,F,서울시 동작구 신대방2동,156-012,010-8260-8604,스포츠및여가관련서비스업,프리미엄스타,12,513032,4678433,300000,0,0,n,n,800000,11,12696000,n,pb센터,NA
R00000202,박손훈,1976-12-19,43,F,서울시 강남구 도곡2동,135-272,010-1214-9027,건설업,프리미엄스타,7,26620,16767596,400000,0,0,n,n,810000,19,17004000,n,영업점,NA
R00000203,유송문,1984-08-28,35,M,서울시 동대문구 장안1동,130-101,010-1445-1657,도매및소매업,프리미엄스타,6,678544,39705541,140551369,0,0,n,n,820000,0,0,n,영업점,NA
R00000204,유승서,1964-02-17,55,M,서울시 구로구 고척2동,152-082,010-4988-4731,보건업및사회복지서비스업,프리미엄스타,14,366580,481651004,600000,0,0,n,n,830000,0,0,n,pb센터,NA
R00000205,전법위,1959-01-15,60,F,서울시 은평구 역촌동,122-070,010-5329-8950,방송통신및정보서비스업,골드스타,16,6594514,371539037,700000,0,0,n,n,840000,22,10860000,n,영업점,NA
R00000206,전전종,1998-04-20,21,F,서울시 강서구 공항동,157-240,010-2867-3572,과학및기술서비스업,로얄스타,3,28514406,63113147,800000,0,0,y,n,850000,13,8304000,n,영업점,NA
R00000207,김직익,1985-07-15,34,F,서울시 중랑구 면목3동,131-203,010-7302-6141,도매및소매업,골드스타,2,2717691,781082418,900000,0,0,n,n,860000,0,0,n,pb센터,NA
R00000208,우훈단,1961-06-15,58,F,서울시 동대문구 전농2동,130-022,010-9572-9095,도매및소매업,MVP스타,6,136902691,21999835,1000000,0,0,n,n,14412515,38,22272000,n,콜센터,NA
R00000209,정생환,1998-03-04,21,M,서울시 금천구 양평2동,150-102,010-5842-3779,제조업,프리미엄스타,15,318644,824471409,1100000,0,0,n,n,870000,21,21876000,n,영업점,NA
R00000210,정소온,1974-06-08,45,F,서울시 중랑구 중화2동,131-122,010-7937-2883,제조업,프리미엄스타,15,462567,18692935,1200000,0,0,n,n,880000,31,9864000,n,영업점,NA
R00000211,강앵율,1972-08-27,47,F,서울시 서초구 서초1동,137-071,010-6464-8040,수리및기타개인서비스업,골드스타,1,4332436,22583081,1300000,0,0,n,n,890000,34,768000,y,영업점,NA
R00000212,황청군,1992-08-07,27,M,서울시 마포구 상암동,121-270,010-2913-6191,국방및사회보장행정,골드스타,25,1493987,385513604,1400000,0,0,n,n,900000,0,0,n,콜센터,NA
R00000213,윤태애,1971-12-08,48,F,서울시 구로구 구로4동,152-054,010-9436-6705,제조업,프리미엄스타,8,806273,7482057,1500000,0,0,n,n,910000,27,7824000,n,영업점,NA
R00000214,김원혁,1957-09-18,62,M,서울시 서대문구 천연동,120-040,010-8649-8667,도매및소매업,골드스타,10,1678709,1198340,1600000,0,0,n,n,26906007,13,16932000,n,영업점,NA
R00000215,이마교,1982-04-25,37,F,서울시 도봉구 창4동,132-044,010-2467-9365,사업시설관리및사업지원서비스업,골드스타,9,7263525,11371580,1700000,0,0,n,n,920000,36,22692000,n,영업점,NA
R00000216,이필황,1953-03-18,66,F,서울시 중랑구 묵2동,131-142,010-7708-2576,제조업,프리미엄스타,17,870566,2799569,1800000,0,0,n,n,34557511,0,0,n,pb센터,NA
R00000217,문녹청,1965-01-05,54,F,서울시 도봉구 방학2동,132-022,010-1807-9629,사업시설관리및사업지원서비스업,프리미엄스타,16,65396,798337498,1900000,0,0,n,n,930000,11,15156000,y,영업점,NA
R00000218,이진래,1981-06-21,38,F,서울시 구로구 구로2동,152-052,010-8832-7649,제조업,프리미엄스타,9,165052,28348532,2000000,0,0,n,n,940000,40,6756000,n,영업점,NA
R00000219,권난요,1965-06-28,54,M,서울시 강북구 송중동,142-101,010-4834-9737,수리및기타개인서비스업,프리미엄스타,14,60861,128392418,2100000,0,0,n,n,950000,0,0,n,영업점,NA
R00000220,이장난,1974-01-29,45,M,서울시 강남구 논현1동,135-011,010-7752-1071,도매및소매업,프리미엄스타,14,782187,27412516,2200000,0,0,n,n,39183288,0,0,n,pb센터,NA
R00000221,신증억,1995-09-22,24,F,서울시 도봉구 방학2동,132-022,010-5791-4542,과학및기술서비스업,골드스타,12,7446825,30965523,2300000,0,0,y,n,960000,23,11964000,n,영업점,NA
R00000222,김후명,1965-03-31,54,F,서울시 강서구 등촌3동,157-033,010-5952-3992,교육서비스업,로얄스타,4,14898788,3985510,2400000,0,0,n,n,970000,14,18000000,n,콜센터,NA
R00000223,김승란,1998-06-05,21,F,서울시 성북구 종암동,136-090,010-6996-5838,국방및사회보장행정,골드스타,3,7222489,11806511,2500000,0,0,n,n,980000,13,1092000,n,영업점,NA
R00000224,오용진,1995-09-11,24,F,서울시 송파구 방이1동,138-051,010-8990-7797,스포츠및여가관련서비스업,프리미엄스타,19,59693,16240177,2600000,0,0,n,n,19044541,15,23904000,n,콜센터,NA
R00000225,윤육내,1949-07-06,70,F,서울시 은평구 응암3동,122-013,010-1545-5179,도매및소매업,프리미엄스타,4,981859,40512883,2700000,0,0,n,n,990000,0,0,n,pb센터,NA
R00000226,박낙아,1994-09-02,25,F,서울시 송파구 삼전동,138-180,010-6234-1931,금융및보험업,프리미엄스타,12,300760,661881907,2800000,0,0,n,n,100000,15,12432000,n,영업점,NA
R00000227,김샛샘,1977-01-14,42,M,서울시 강남구 도곡2동,135-272,010-9316-5820,건설업,골드스타,19,3510962,10373359,2900000,0,0,n,n,110000,0,0,n,pb센터,NA
R00000228,김옥후,1980-06-08,39,F,서울시 강북구 미아동,142-100,010-1093-7355,건설업,골드스타,9,6155960,274600594,3000000,0,0,n,n,120000,0,0,n,콜센터,NA
R00000229,최산삼,1982-03-01,37,M,서울시 금천구 양평1동,150-101,010-7519-9861,제조업,프리미엄스타,13,705330,209384757,3100000,0,0,y,n,130000,0,0,n,영업점,NA
R00000230,안주두,1955-01-16,64,F,서울시 송파구 오금동,138-130,010-7845-8381,교육서비스업,골드스타,5,9983188,22794363,3200000,0,0,n,n,140000,32,15960000,n,영업점,NA
R00000231,최제손,1983-12-01,36,M,서울시 금천구 신길3동,150-053,010-4530-6597,도매및소매업,프리미엄스타,5,806895,565119509,3300000,0,0,n,n,150000,0,0,n,콜센터,NA
R00000232,최극철,1979-02-05,40,M,서울시 동대문구 전농2동,130-022,010-9127-2620,보건업및사회복지서비스업,골드스타,5,3900099,78145262,3400000,0,0,n,n,160000,0,0,n,영업점,NA
R00000233,김세설,1986-04-02,33,M,서울시 송파구 석촌동,138-190,010-6981-3015,교육서비스업,로얄스타,17,23088263,27416789,3500000,0,0,n,n,170000,0,0,n,영업점,NA
